Id,MAT,TDR,TSN,MTWM,MTCM,TAR,MTWQ,MTDQ,MTAQ,MTCQ,MAP,PWM,PDM,PSN,PWQ,PDQ,PAQ,PCQ,AET,PET,NPP,ME,RE,CVE
608,19.6989002,17.4899998,450.8720093,32.4136009,2.73613,29.6774998,23.6592999,13.6525002,24.4461002,13.6525002,300.9169922,69.4627991,0,98.460701,188.0579987,2.4049599,165.0500031,2.4049599,273.3919983,1875.73999,178,1363,212,2.42
609,19.4043999,17.3612003,455.1860046,31.8852005,2.3048899,29.5802994,23.3638,13.2840004,24.1443005,13.2840004,315.5119934,71.9916992,0,96.9044037,193.4629974,2.45455,173.4459991,2.45455,283.1080017,1867.640015,188,1406,179,2.58
610,19.9708004,17.6648006,468.5570068,32.6376991,2.4035001,30.2341995,24.0632992,13.6533003,24.8316002,13.6533003,305.6610107,68.5867996,0,95.9120026,185.2559967,2,168.7689972,2,279.6910095,1888.25,185,1303,147,2.1
611,20.2905006,17.5652008,470.2709961,32.8512001,2.7516,30.0995998,24.3733006,13.9436998,25.1147995,13.9436998,313.6530151,68.4793015,0,94.8729019,186.4380035,2.0578499,174.628006,2.0578499,295.0660095,1899.939941,170,1266,80,1.4
612,20.4878998,17.4988995,468.4049988,32.9080009,2.9551699,29.9528008,24.4783001,14.1538,25.2311993,14.1538,329.2149963,71.0083008,0,93.6272964,191.3970032,2.1405001,183.9499969,2.1405001,310.3980103,1907.780029,169,1248,49,0.77
613,20.7798004,17.3621006,468.2829895,33.1409988,3.2997401,29.8411999,24.6975994,14.4257002,25.4391003,14.4257002,339.7359924,73.7686005,0,93.0254974,194.9340057,2.00826,187.6690063,2.00826,321.7179871,1923.349976,184,1228,93,1.45
614,21.2049007,17.2155991,462.9769897,33.5849991,3.87217,29.7129002,25.0538006,14.9055996,25.7625008,14.9055996,349.6119995,77.6280975,0,93.0453033,198.9340057,2.0495901,168.3309937,2.0495901,332.20401,1941.319946,198,1196,134,1.88
615,21.6166992,17.1236,457.4970093,33.8860016,4.40797,29.4780006,25.6077995,15.3797998,26.1021996,15.3797998,353.0580139,79.9916992,0,93.1297989,199.9750061,2,170.1649933,2,335.4809875,1957.119995,217,1138,138,2.78
616,21.9680004,17.0002003,449.6220093,34.1520996,4.9360299,29.2161007,26.0967999,15.8359003,26.3736,15.8359003,349.3970032,79.7602997,0,92.7257996,196.6940002,2,170.9420013,2,331.8829956,1965.689941,236,1087,119,2.33
617,22.3313999,16.9414005,445.2479858,34.4995003,5.4140501,29.0855007,26.5156002,16.2532997,26.6706009,16.2532997,341.4460144,78.1901016,0.0082645,92.2835999,191.2640076,2.00826,168.7689972,2.00826,325.1440125,1974.550049,232,1048,102,2.14
